#SampleID	Sample	Run	Platform	RunDate	sampletype	controltype	cl	clone	treatment	birthday	mother	umother	box	sediment_bottle	extraction_day	extraction_round	pcr_batch	sedtype	seddate	behavior	cloneavgbehavior	clonerank	category	size	cloneavgsize	eggs	Description
D207_B	D207	B	MiSeq_300	Run160208	animal	NA	ESDOI1	ES-DO1-1	SED	29	J10	ESDOI1J10	38	N3	d6	9	p4	NA	NA	4.803866634	4.07	3	low	2.88	2.732173913	1	p303_Alexandra_Mushegian
D206_A	D206	A	MiSeq_300	Run160208	animal	NA	ESDOI1	ES-DO1-1	NET	29	J10	ESDOI1J10	39	N3	d5	7	p3	NA	NA	3.961990287	4.07	3	low	2.92	2.732173913	1	p303_Alexandra_Mushegian
D206_B	D206	B	MiSeq_300	Run160208	animal	NA	ESDOI1	ES-DO1-1	NET	29	J10	ESDOI1J10	39	N3	d5	7	p3	NA	NA	3.961990287	4.07	3	low	2.92	2.732173913	1	p303_Alexandra_Mushegian
D204_A	D204	A	MiSeq_300	Run160208	animal	NA	ESDOI1	ES-DO1-1	SED	30	J7	ESDOI1J7	33	N3	d4	6	p2	NA	NA	3.18723862	4.07	3	low	2.92	2.732173913	1	p303_Alexandra_Mushegian
D204_B	D204	B	MiSeq_300	Run160208	animal	NA	ESDOI1	ES-DO1-1	SED	30	J7	ESDOI1J7	33	N3	d4	6	p2	NA	NA	3.18723862	4.07	3	low	2.92	2.732173913	1	p303_Alexandra_Mushegian
D200_A	D200	A	MiSeq_300	Run160208	animal	NA	ESDOI1	ES-DO1-1	NET	30	J13	ESDOI1J13	35	N3	d1	1	p1	NA	NA	5.184702785	4.07	3	low	3	2.732173913	1	p303_Alexandra_Mushegian
D200_B	D200	B	MiSeq_300	Run160208	animal	NA	ESDOI1	ES-DO1-1	NET	30	J13	ESDOI1J13	35	N3	d1	1	p1	NA	NA	5.184702785	4.07	3	low	3	2.732173913	1	p303_Alexandra_Mushegian
D203_A	D203	A	MiSeq_300	Run160208	animal	NA	ESDOI1	ES-DO1-1	NET	30	J7	ESDOI1J7	37	N3	d1	1	p1	NA	NA	4.284566077	4.07	3	low	3	2.732173913	1	p303_Alexandra_Mushegian
D203_B	D203	B	MiSeq_300	Run160208	animal	NA	ESDOI1	ES-DO1-1	NET	30	J7	ESDOI1J7	37	N3	d1	1	p1	NA	NA	4.284566077	4.07	3	low	3	2.732173913	1	p303_Alexandra_Mushegian
D202_A	D202	A	MiSeq_300	Run160208	animal	NA	ESDOI1	ES-DO1-1	AUT	30	J7	ESDOI1J7	29	A3	d3	5	p2	NA	NA	3.71941416	4.07	3	low	3.08	2.732173913	1	p303_Alexandra_Mushegian
D202_B	D202	B	MiSeq_300	Run160208	animal	NA	ESDOI1	ES-DO1-1	AUT	30	J7	ESDOI1J7	29	A3	d3	5	p2	NA	NA	3.71941416	4.07	3	low	3.08	2.732173913	1	p303_Alexandra_Mushegian
D199_A	D199	A	MiSeq_300	Run160208	animal	NA	ESDOI1	ES-DO1-1	AUT	30	J13	ESDOI1J13	25	A1	d2	2	p1	NA	NA	4.184577875	4.07	3	low	3.12	2.732173913	1	p303_Alexandra_Mushegian
D199_B	D199	B	MiSeq_300	Run160208	animal	NA	ESDOI1	ES-DO1-1	AUT	30	J13	ESDOI1J13	25	A1	d2	2	p1	NA	NA	4.184577875	4.07	3	low	3.12	2.732173913	1	p303_Alexandra_Mushegian
D186_A	D186	A	MiSeq_300	Run160208	animal	NA	DEKA28	DE-KA-F28	SED	30	G6	DEKA28G6	3	N1	d5	7	p3	NA	NA	4.212613697	4.63	9	high	2.52	2.935652174	1	p303_Alexandra_Mushegian
D186_B	D186	B	MiSeq_300	Run160208	animal	NA	DEKA28	DE-KA-F28	SED	30	G6	DEKA28G6	3	N1	d5	7	p3	NA	NA	4.212613697	4.63	9	high	2.52	2.935652174	1	p303_Alexandra_Mushegian
D180_A	D180	A	MiSeq_300	Run160208	animal	NA	DEKA28	DE-KA-F28	SED	30	G2	DEKA28G2	6	N1	d4	6	p2	NA	NA	4.989823435	4.63	9	high	2.56	2.935652174	1	p303_Alexandra_Mushegian
D180_B	D180	B	MiSeq_300	Run160208	animal	NA	DEKA28	DE-KA-F28	SED	30	G2	DEKA28G2	6	N1	d4	6	p2	NA	NA	4.989823435	4.63	9	high	2.56	2.935652174	1	p303_Alexandra_Mushegian
D195_A	D195	A	MiSeq_300	Run160208	animal	NA	DEKA28	DE-KA-F28	SED	30	J6	DEKA28J6	18	N2	d6	9	p4	NA	NA	5.046659018	4.63	9	high	2.64	2.935652174	1	p303_Alexandra_Mushegian
D195_B	D195	B	MiSeq_300	Run160208	animal	NA	DEKA28	DE-KA-F28	SED	30	J6	DEKA28J6	18	N2	d6	9	p4	NA	NA	5.046659018	4.63	9	high	2.64	2.935652174	1	p303_Alexandra_Mushegian
D182_A	D182	A	MiSeq_300	Run160208	animal	NA	DEKA28	DE-KA-F28	NET	30	G3	DEKA28G3	41	N3	d4	6	p2	NA	NA	5.126163889	4.63	9	high	2.68	2.935652174	1	p303_Alexandra_Mushegian
D182_B	D182	B	MiSeq_300	Run160208	animal	NA	DEKA28	DE-KA-F28	NET	30	G3	DEKA28G3	41	N3	d4	6	p2	NA	NA	5.126163889	4.63	9	high	2.68	2.935652174	1	p303_Alexandra_Mushegian
D198_A	D198	A	MiSeq_300	Run160208	animal	NA	DEKA28	DE-KA-F28	SED	30	J7	DEKA28J7	9	N1	d3	4	p2	NA	NA	4.346079009	4.63	9	high	2.68	2.935652174	1	p303_Alexandra_Mushegian
D198_B	D198	B	MiSeq_300	Run160208	animal	NA	DEKA28	DE-KA-F28	SED	30	J7	DEKA28J7	9	N1	d3	4	p2	NA	NA	4.346079009	4.63	9	high	2.68	2.935652174	1	p303_Alexandra_Mushegian
D197_A	D197	A	MiSeq_300	Run160208	animal	NA	DEKA28	DE-KA-F28	NET	30	J7	DEKA28J7	31	N3	d5	8	p3	NA	NA	4.709354776	4.63	9	high	2.72	2.935652174	1	p303_Alexandra_Mushegian
D197_B	D197	B	MiSeq_300	Run160208	animal	NA	DEKA28	DE-KA-F28	NET	30	J7	DEKA28J7	31	N3	d5	8	p3	NA	NA	4.709354776	4.63	9	high	2.72	2.935652174	1	p303_Alexandra_Mushegian
D175_A	D175	A	MiSeq_300	Run160208	animal	NA	DEKA28	DE-KA-F28	AUT	30	G1	DEKA28G1	47	A3	d3	4	p2	NA	NA	4.598232238	4.63	9	high	2.76	2.935652174	1	p303_Alexandra_Mushegian
D175_B	D175	B	MiSeq_300	Run160208	animal	NA	DEKA28	DE-KA-F28	AUT	30	G1	DEKA28G1	47	A3	d3	4	p2	NA	NA	4.598232238	4.63	9	high	2.76	2.935652174	1	p303_Alexandra_Mushegian
D190_A	D190	A	MiSeq_300	Run160208	animal	NA	DEKA28	DE-KA-F28	AUT	30	J4	DEKA28J4	42	A3	d6	9	p4	NA	NA	4.974603792	4.63	9	high	2.8	2.935652174	1	p303_Alexandra_Mushegian
D190_B	D190	B	MiSeq_300	Run160208	animal	NA	DEKA28	DE-KA-F28	AUT	30	J4	DEKA28J4	42	A3	d6	9	p4	NA	NA	4.974603792	4.63	9	high	2.8	2.935652174	1	p303_Alexandra_Mushegian
D189_A	D189	A	MiSeq_300	Run160208	animal	NA	DEKA28	DE-KA-F28	SED	30	J3	DEKA28J3	7	N1	d6	9	p4	NA	NA	4.869184766	4.63	9	high	2.8	2.935652174	1	p303_Alexandra_Mushegian
D189_B	D189	B	MiSeq_300	Run160208	animal	NA	DEKA28	DE-KA-F28	SED	30	J3	DEKA28J3	7	N1	d6	9	p4	NA	NA	4.869184766	4.63	9	high	2.8	2.935652174	1	p303_Alexandra_Mushegian
D178_A	D178	A	MiSeq_300	Run160208	animal	NA	DEKA28	DE-KA-F28	AUT	30	G2	DEKA28G2	44	A3	d2	2	p1	NA	NA	4.092755724	4.63	9	high	2.88	2.935652174	1	p303_Alexandra_Mushegian
D178_B	D178	B	MiSeq_300	Run160208	animal	NA	DEKA28	DE-KA-F28	AUT	30	G2	DEKA28G2	44	A3	d2	2	p1	NA	NA	4.092755724	4.63	9	high	2.88	2.935652174	1	p303_Alexandra_Mushegian
D192_A	D192	A	MiSeq_300	Run160208	animal	NA	DEKA28	DE-KA-F28	SED	30	J4	DEKA28J4	41	N3	d4	6	p2	NA	NA	4.875871191	4.63	9	high	2.96	2.935652174	1	p303_Alexandra_Mushegian
D192_B	D192	B	MiSeq_300	Run160208	animal	NA	DEKA28	DE-KA-F28	SED	30	J4	DEKA28J4	41	N3	d4	6	p2	NA	NA	4.875871191	4.63	9	high	2.96	2.935652174	1	p303_Alexandra_Mushegian
D185_A	D185	A	MiSeq_300	Run160208	animal	NA	DEKA28	DE-KA-F28	NET	30	G6	DEKA28G6	44	N4	d2	3	p1	NA	NA	4.162922686	4.63	9	high	3	2.935652174	1	p303_Alexandra_Mushegian
D185_B	D185	B	MiSeq_300	Run160208	animal	NA	DEKA28	DE-KA-F28	NET	30	G6	DEKA28G6	44	N4	d2	3	p1	NA	NA	4.162922686	4.63	9	high	3	2.935652174	1	p303_Alexandra_Mushegian
D184_A	D184	A	MiSeq_300	Run160208	animal	NA	DEKA28	DE-KA-F28	AUT	30	G6	DEKA28G6	30	A3	d3	5	p2	NA	NA	4.605498981	4.63	9	high	3.04	2.935652174	1	p303_Alexandra_Mushegian
D184_B	D184	B	MiSeq_300	Run160208	animal	NA	DEKA28	DE-KA-F28	AUT	30	G6	DEKA28G6	30	A3	d3	5	p2	NA	NA	4.605498981	4.63	9	high	3.04	2.935652174	1	p303_Alexandra_Mushegian
D188_A	D188	A	MiSeq_300	Run160208	animal	NA	DEKA28	DE-KA-F28	NET	30	J3	DEKA28J3	16	N2	d3	5	p2	NA	NA	4.346196444	4.63	9	high	3.04	2.935652174	1	p303_Alexandra_Mushegian
D188_B	D188	B	MiSeq_300	Run160208	animal	NA	DEKA28	DE-KA-F28	NET	30	J3	DEKA28J3	16	N2	d3	5	p2	NA	NA	4.346196444	4.63	9	high	3.04	2.935652174	1	p303_Alexandra_Mushegian
D179_A	D179	A	MiSeq_300	Run160208	animal	NA	DEKA28	DE-KA-F28	NET	30	G2	DEKA28G2	17	N2	d1	1	p1	NA	NA	4.89999003	4.63	9	high	3.04	2.935652174	1	p303_Alexandra_Mushegian
D179_B	D179	B	MiSeq_300	Run160208	animal	NA	DEKA28	DE-KA-F28	NET	30	G2	DEKA28G2	17	N2	d1	1	p1	NA	NA	4.89999003	4.63	9	high	3.04	2.935652174	1	p303_Alexandra_Mushegian
D176_A	D176	A	MiSeq_300	Run160208	animal	NA	DEKA28	DE-KA-F28	NET	30	G1	DEKA28G1	8	N1	d3	4	p2	NA	NA	4.939469331	4.63	9	high	3.08	2.935652174	1	p303_Alexandra_Mushegian
D176_B	D176	B	MiSeq_300	Run160208	animal	NA	DEKA28	DE-KA-F28	NET	30	G1	DEKA28G1	8	N1	d3	4	p2	NA	NA	4.939469331	4.63	9	high	3.08	2.935652174	1	p303_Alexandra_Mushegian
D194_A	D194	A	MiSeq_300	Run160208	animal	NA	DEKA28	DE-KA-F28	NET	30	J6	DEKA28J6	24	N2	d2	3	p1	NA	NA	4.552193517	4.63	9	high	3.12	2.935652174	1	p303_Alexandra_Mushegian
D194_B	D194	B	MiSeq_300	Run160208	animal	NA	DEKA28	DE-KA-F28	NET	30	J6	DEKA28J6	24	N2	d2	3	p1	NA	NA	4.552193517	4.63	9	high	3.12	2.935652174	1	p303_Alexandra_Mushegian
D177_A	D177	A	MiSeq_300	Run160208	animal	NA	DEKA28	DE-KA-F28	SED	30	G1	DEKA28G1	31	N3	d6	9	p4	NA	NA	4.521425774	4.63	9	high	3.16	2.935652174	1	p303_Alexandra_Mushegian
D177_B	D177	B	MiSeq_300	Run160208	animal	NA	DEKA28	DE-KA-F28	SED	30	G1	DEKA28G1	31	N3	d6	9	p4	NA	NA	4.521425774	4.63	9	high	3.16	2.935652174	1	p303_Alexandra_Mushegian
D181_A	D181	A	MiSeq_300	Run160208	animal	NA	DEKA28	DE-KA-F28	AUT	30	G3	DEKA28G3	4	A1	d3	5	p2	NA	NA	4.429106008	4.63	9	high	3.2	2.935652174	1	p303_Alexandra_Mushegian
D181_B	D181	B	MiSeq_300	Run160208	animal	NA	DEKA28	DE-KA-F28	AUT	30	G3	DEKA28G3	4	A1	d3	5	p2	NA	NA	4.429106008	4.63	9	high	3.2	2.935652174	1	p303_Alexandra_Mushegian
D193_A	D193	A	MiSeq_300	Run160208	animal	NA	DEKA28	DE-KA-F28	AUT	30	J6	DEKA28J6	13	A1	d2	3	p1	NA	NA	4.908329503	4.63	9	high	3.2	2.935652174	1	p303_Alexandra_Mushegian
D193_B	D193	B	MiSeq_300	Run160208	animal	NA	DEKA28	DE-KA-F28	AUT	30	J6	DEKA28J6	13	A1	d2	3	p1	NA	NA	4.908329503	4.63	9	high	3.2	2.935652174	1	p303_Alexandra_Mushegian
D187_A	D187	A	MiSeq_300	Run160208	animal	NA	DEKA28	DE-KA-F28	AUT	30	J3	DEKA28J3	24	A1	d2	3	p1	NA	NA	4.832598317	4.63	9	high	3.2	2.935652174	1	p303_Alexandra_Mushegian
D187_B	D187	B	MiSeq_300	Run160208	animal	NA	DEKA28	DE-KA-F28	AUT	30	J3	DEKA28J3	24	A1	d2	3	p1	NA	NA	4.832598317	4.63	9	high	3.2	2.935652174	1	p303_Alexandra_Mushegian
D191_A	D191	A	MiSeq_300	Run160208	animal	NA	DEKA28	DE-KA-F28	NET	30	J4	DEKA28J4	23	N2	d2	2	p1	NA	NA	3.959518377	4.63	9	high	3.2	2.935652174	1	p303_Alexandra_Mushegian
D191_B	D191	B	MiSeq_300	Run160208	animal	NA	DEKA28	DE-KA-F28	NET	30	J4	DEKA28J4	23	N2	d2	2	p1	NA	NA	3.959518377	4.63	9	high	3.2	2.935652174	1	p303_Alexandra_Mushegian
D196_A	D196	A	MiSeq_300	Run160208	animal	NA	DEKA28	DE-KA-F28	AUT	30	J7	DEKA28J7	38	A3	d5	8	p3	NA	NA	4.392415538	4.63	9	high	3.24	2.935652174	1	p303_Alexandra_Mushegian
D196_B	D196	B	MiSeq_300	Run160208	animal	NA	DEKA28	DE-KA-F28	AUT	30	J7	DEKA28J7	38	A3	d5	8	p3	NA	NA	4.392415538	4.63	9	high	3.24	2.935652174	1	p303_Alexandra_Mushegian
D173_A	D173	A	MiSeq_300	Run160208	animal	NA	DEK35Mu10	DE-K35-Mu10	NET	29	K7	DEK35Mu10K7	4	N1	d2	2	p1	NA	NA	NA	4.37	5	inter	NA	3.036363636	1	p303_Alexandra_Mushegian
D173_B	D173	B	MiSeq_300	Run160208	animal	NA	DEK35Mu10	DE-K35-Mu10	NET	29	K7	DEK35Mu10K7	4	N1	d2	2	p1	NA	NA	NA	4.37	5	inter	NA	3.036363636	1	p303_Alexandra_Mushegian
D170_A	D170	A	MiSeq_300	Run160208	animal	NA	DEK35Mu10	DE-K35-Mu10	NET	29	K5	DEK35Mu10K5	48	N4	d1	1	p1	NA	NA	5.080178976	4.37	5	inter	2.8	3.036363636	1	p303_Alexandra_Mushegian
D170_B	D170	B	MiSeq_300	Run160208	animal	NA	DEK35Mu10	DE-K35-Mu10	NET	29	K5	DEK35Mu10K5	48	N4	d1	1	p1	NA	NA	5.080178976	4.37	5	inter	2.8	3.036363636	1	p303_Alexandra_Mushegian
D172_A	D172	A	MiSeq_300	Run160208	animal	NA	DEK35Mu10	DE-K35-Mu10	AUT	29	K7	DEK35Mu10K7	14	A1	d6	10	p4	NA	NA	3.738146089	4.37	5	inter	2.88	3.036363636	1	p303_Alexandra_Mushegian
D172_B	D172	B	MiSeq_300	Run160208	animal	NA	DEK35Mu10	DE-K35-Mu10	AUT	29	K7	DEK35Mu10K7	14	A1	d6	10	p4	NA	NA	3.738146089	4.37	5	inter	2.88	3.036363636	1	p303_Alexandra_Mushegian
D157_A	D157	A	MiSeq_300	Run160208	animal	NA	DEK35Mu10	DE-K35-Mu10	AUT	30	K1	DEK35Mu10K1	32	A3	d3	4	p2	NA	NA	4.686225014	4.37	5	inter	2.88	3.036363636	1	p303_Alexandra_Mushegian
D157_B	D157	B	MiSeq_300	Run160208	animal	NA	DEK35Mu10	DE-K35-Mu10	AUT	30	K1	DEK35Mu10K1	32	A3	d3	4	p2	NA	NA	4.686225014	4.37	5	inter	2.88	3.036363636	1	p303_Alexandra_Mushegian
D168_A	D168	A	MiSeq_300	Run160208	animal	NA	DEK35Mu10	DE-K35-Mu10	SED	29	K3	DEK35Mu10K3	17	N2	d1	1	p1	NA	NA	4.481127185	4.37	5	inter	2.96	3.036363636	1	p303_Alexandra_Mushegian
D168_B	D168	B	MiSeq_300	Run160208	animal	NA	DEK35Mu10	DE-K35-Mu10	SED	29	K3	DEK35Mu10K3	17	N2	d1	1	p1	NA	NA	4.481127185	4.37	5	inter	2.96	3.036363636	1	p303_Alexandra_Mushegian
D159_A	D159	A	MiSeq_300	Run160208	animal	NA	DEK35Mu10	DE-K35-Mu10	SED	30	K1	DEK35Mu10K1	16	N2	d3	5	p2	NA	NA	4.137638905	4.37	5	inter	3	3.036363636	1	p303_Alexandra_Mushegian
D159_B	D159	B	MiSeq_300	Run160208	animal	NA	DEK35Mu10	DE-K35-Mu10	SED	30	K1	DEK35Mu10K1	16	N2	d3	5	p2	NA	NA	4.137638905	4.37	5	inter	3	3.036363636	1	p303_Alexandra_Mushegian
D174_A	D174	A	MiSeq_300	Run160208	animal	NA	DEK35Mu10	DE-K35-Mu10	SED	29	K7	DEK35Mu10K7	48	N4	d4	6	p2	NA	NA	3.966000858	4.37	5	inter	3	3.036363636	1	p303_Alexandra_Mushegian
D174_B	D174	B	MiSeq_300	Run160208	animal	NA	DEK35Mu10	DE-K35-Mu10	SED	29	K7	DEK35Mu10K7	48	N4	d4	6	p2	NA	NA	3.966000858	4.37	5	inter	3	3.036363636	1	p303_Alexandra_Mushegian
D163_A	D163	A	MiSeq_300	Run160208	animal	NA	DEK35Mu10	DE-K35-Mu10	AUT	30	K6	DEK35Mu10K6	18	A1	d6	9	p4	NA	NA	4.071882007	4.37	5	inter	3.04	3.036363636	1	p303_Alexandra_Mushegian
D163_B	D163	B	MiSeq_300	Run160208	animal	NA	DEK35Mu10	DE-K35-Mu10	AUT	30	K6	DEK35Mu10K6	18	A1	d6	9	p4	NA	NA	4.071882007	4.37	5	inter	3.04	3.036363636	1	p303_Alexandra_Mushegian
D165_A	D165	A	MiSeq_300	Run160208	animal	NA	DEK35Mu10	DE-K35-Mu10	SED	30	K6	DEK35Mu10K6	20	N2	d2	3	p1	NA	NA	4.226238917	4.37	5	inter	3.04	3.036363636	1	p303_Alexandra_Mushegian
D165_B	D165	B	MiSeq_300	Run160208	animal	NA	DEK35Mu10	DE-K35-Mu10	SED	30	K6	DEK35Mu10K6	20	N2	d2	3	p1	NA	NA	4.226238917	4.37	5	inter	3.04	3.036363636	1	p303_Alexandra_Mushegian
D171_A	D171	A	MiSeq_300	Run160208	animal	NA	DEK35Mu10	DE-K35-Mu10	SED	29	K5	DEK35Mu10K5	19	N2	d6	9	p4	NA	NA	5.044915882	4.37	5	inter	3.16	3.036363636	1	p303_Alexandra_Mushegian
D171_B	D171	B	MiSeq_300	Run160208	animal	NA	DEK35Mu10	DE-K35-Mu10	SED	29	K5	DEK35Mu10K5	19	N2	d6	9	p4	NA	NA	5.044915882	4.37	5	inter	3.16	3.036363636	1	p303_Alexandra_Mushegian
D160_A	D160	A	MiSeq_300	Run160208	animal	NA	DEK35Mu10	DE-K35-Mu10	AUT	30	K2	DEK35Mu10K2	41	A3	d5	7	p3	NA	NA	4.547713186	4.37	5	inter	3.24	3.036363636	0	p303_Alexandra_Mushegian
D160_B	D160	B	MiSeq_300	Run160208	animal	NA	DEK35Mu10	DE-K35-Mu10	AUT	30	K2	DEK35Mu10K2	41	A3	d5	7	p3	NA	NA	4.547713186	4.37	5	inter	3.24	3.036363636	0	p303_Alexandra_Mushegian
D158_A	D158	A	MiSeq_300	Run160208	animal	NA	DEK35Mu10	DE-K35-Mu10	NET	30	K1	DEK35Mu10K1	30	N3	d3	5	p2	NA	NA	4.124960451	4.37	5	inter	3.4	3.036363636	1	p303_Alexandra_Mushegian
D158_B	D158	B	MiSeq_300	Run160208	animal	NA	DEK35Mu10	DE-K35-Mu10	NET	30	K1	DEK35Mu10K1	30	N3	d3	5	p2	NA	NA	4.124960451	4.37	5	inter	3.4	3.036363636	1	p303_Alexandra_Mushegian
D139_A	D139	A	MiSeq_300	Run160208	animal	NA	CZN26	CZ-N2-6	AUT	29	I3	CZN26I3	29	A3	d2	2	p1	NA	NA	NA	4.7	10	high	NA	2.42	0	p303_Alexandra_Mushegian
D139_B	D139	B	MiSeq_300	Run160208	animal	NA	CZN26	CZ-N2-6	AUT	29	I3	CZN26I3	29	A3	d2	2	p1	NA	NA	NA	4.7	10	high	NA	2.42	0	p303_Alexandra_Mushegian
D143_A	D143	A	MiSeq_300	Run160208	animal	NA	CZN26	CZ-N2-6	NET	29	J4	CZN26J4	14	N1	d6	10	p4	NA	NA	4.103495844	4.7	10	high	1.68	2.42	0	p303_Alexandra_Mushegian
D143_B	D143	B	MiSeq_300	Run160208	animal	NA	CZN26	CZ-N2-6	NET	29	J4	CZN26J4	14	N1	d6	10	p4	NA	NA	4.103495844	4.7	10	high	1.68	2.42	0	p303_Alexandra_Mushegian
D138_A	D138	A	MiSeq_300	Run160208	animal	NA	CZN26	CZ-N2-6	SED	30	I7	CZN26I7	46	N4	d6	10	p4	NA	NA	4.978098308	4.7	10	high	2	2.42	0	p303_Alexandra_Mushegian
D138_B	D138	B	MiSeq_300	Run160208	animal	NA	CZN26	CZ-N2-6	SED	30	I7	CZN26I7	46	N4	d6	10	p4	NA	NA	4.978098308	4.7	10	high	2	2.42	0	p303_Alexandra_Mushegian
D146_A	D146	A	MiSeq_300	Run160208	animal	NA	CZN26	CZ-N2-6	NET	29	J6	CZN26J6	46	N4	d6	10	p4	NA	NA	4.685490939	4.7	10	high	2.04	2.42	0	p303_Alexandra_Mushegian
D146_B	D146	B	MiSeq_300	Run160208	animal	NA	CZN26	CZ-N2-6	NET	29	J6	CZN26J6	46	N4	d6	10	p4	NA	NA	4.685490939	4.7	10	high	2.04	2.42	0	p303_Alexandra_Mushegian
D149_A	D149	A	MiSeq_300	Run160208	animal	NA	CZN26	CZ-N2-6	NET	28	J3	CZN26J3	23	N2	d2	2	p1	NA	NA	3.911743378	4.7	10	high	2.12	2.42	0	p303_Alexandra_Mushegian
D149_B	D149	B	MiSeq_300	Run160208	animal	NA	CZN26	CZ-N2-6	NET	28	J3	CZN26J3	23	N2	d2	2	p1	NA	NA	3.911743378	4.7	10	high	2.12	2.42	0	p303_Alexandra_Mushegian
D134_A	D134	A	MiSeq_300	Run160208	animal	NA	CZN26	CZ-N2-6	NET	30	I4	CZN26I4	11	N1	d3	4	p2	NA	NA	5.236494435	4.7	10	high	2.16	2.42	0	p303_Alexandra_Mushegian
D134_B	D134	B	MiSeq_300	Run160208	animal	NA	CZN26	CZ-N2-6	NET	30	I4	CZN26I4	11	N1	d3	4	p2	NA	NA	5.236494435	4.7	10	high	2.16	2.42	0	p303_Alexandra_Mushegian
D136_A	D136	A	MiSeq_300	Run160208	animal	NA	CZN26	CZ-N2-6	AUT	30	I7	CZN26I7	17	A1	d1	1	p1	NA	NA	4.780209265	4.7	10	high	2.28	2.42	0	p303_Alexandra_Mushegian
D136_B	D136	B	MiSeq_300	Run160208	animal	NA	CZN26	CZ-N2-6	AUT	30	I7	CZN26I7	17	A1	d1	1	p1	NA	NA	4.780209265	4.7	10	high	2.28	2.42	0	p303_Alexandra_Mushegian
D155_A	D155	A	MiSeq_300	Run160208	animal	NA	CZN26	CZ-N2-6	NET	28	I1	CZN26I1	36	N3	d5	7	p3	NA	NA	4.884274124	4.7	10	high	2.28	2.42	0	p303_Alexandra_Mushegian
D155_B	D155	B	MiSeq_300	Run160208	animal	NA	CZN26	CZ-N2-6	NET	28	I1	CZN26I1	36	N3	d5	7	p3	NA	NA	4.884274124	4.7	10	high	2.28	2.42	0	p303_Alexandra_Mushegian
D152_A	D152	A	MiSeq_300	Run160208	animal	NA	CZN26	CZ-N2-6	NET	28	I2	CZN26I2	9	N1	d3	4	p2	NA	NA	5.030510668	4.7	10	high	2.4	2.42	0	p303_Alexandra_Mushegian
D152_B	D152	B	MiSeq_300	Run160208	animal	NA	CZN26	CZ-N2-6	NET	28	I2	CZN26I2	9	N1	d3	4	p2	NA	NA	5.030510668	4.7	10	high	2.4	2.42	0	p303_Alexandra_Mushegian
D141_A	D141	A	MiSeq_300	Run160208	animal	NA	CZN26	CZ-N2-6	SED	29	I3	CZN26I3	41	N3	d5	7	p3	NA	NA	4.587508921	4.7	10	high	2.4	2.42	1	p303_Alexandra_Mushegian
D141_B	D141	B	MiSeq_300	Run160208	animal	NA	CZN26	CZ-N2-6	SED	29	I3	CZN26I3	41	N3	d5	7	p3	NA	NA	4.587508921	4.7	10	high	2.4	2.42	1	p303_Alexandra_Mushegian
D133_A	D133	A	MiSeq_300	Run160208	animal	NA	CZN26	CZ-N2-6	AUT	30	I4	CZN26I4	10	A1	d5	7	p3	NA	NA	4.850970763	4.7	10	high	2.44	2.42	0	p303_Alexandra_Mushegian
D133_B	D133	B	MiSeq_300	Run160208	animal	NA	CZN26	CZ-N2-6	AUT	30	I4	CZN26I4	10	A1	d5	7	p3	NA	NA	4.850970763	4.7	10	high	2.44	2.42	0	p303_Alexandra_Mushegian
D156_A	D156	A	MiSeq_300	Run160208	animal	NA	CZN26	CZ-N2-6	SED	28	I1	CZN26I1	8	N1	d3	4	p2	NA	NA	4.914665717	4.7	10	high	2.48	2.42	0	p303_Alexandra_Mushegian
D156_B	D156	B	MiSeq_300	Run160208	animal	NA	CZN26	CZ-N2-6	SED	28	I1	CZN26I1	8	N1	d3	4	p2	NA	NA	4.914665717	4.7	10	high	2.48	2.42	0	p303_Alexandra_Mushegian
D145_A	D145	A	MiSeq_300	Run160208	animal	NA	CZN26	CZ-N2-6	AUT	29	J6	CZN26J6	40	A3	d2	3	p1	NA	NA	5.134600991	4.7	10	high	2.52	2.42	1	p303_Alexandra_Mushegian
D145_B	D145	B	MiSeq_300	Run160208	animal	NA	CZN26	CZ-N2-6	AUT	29	J6	CZN26J6	40	A3	d2	3	p1	NA	NA	5.134600991	4.7	10	high	2.52	2.42	1	p303_Alexandra_Mushegian
D137_A	D137	A	MiSeq_300	Run160208	animal	NA	CZN26	CZ-N2-6	NET	30	I7	CZN26I7	26	N2	d6	9	p4	NA	NA	4.467830005	4.7	10	high	2.56	2.42	0	p303_Alexandra_Mushegian
D137_B	D137	B	MiSeq_300	Run160208	animal	NA	CZN26	CZ-N2-6	NET	30	I7	CZN26I7	26	N2	d6	9	p4	NA	NA	4.467830005	4.7	10	high	2.56	2.42	0	p303_Alexandra_Mushegian
D135_A	D135	A	MiSeq_300	Run160208	animal	NA	CZN26	CZ-N2-6	SED	30	I4	CZN26I4	33	N3	d5	7	p3	NA	NA	4.546320524	4.7	10	high	2.56	2.42	0	p303_Alexandra_Mushegian
D135_B	D135	B	MiSeq_300	Run160208	animal	NA	CZN26	CZ-N2-6	SED	30	I4	CZN26I4	33	N3	d5	7	p3	NA	NA	4.546320524	4.7	10	high	2.56	2.42	0	p303_Alexandra_Mushegian
D144_A	D144	A	MiSeq_300	Run160208	animal	NA	CZN26	CZ-N2-6	SED	29	J4	CZN26J4	32	N3	d4	6	p2	NA	NA	4.241247551	4.7	10	high	2.64	2.42	1	p303_Alexandra_Mushegian
